sex,old,education,work_year,work_month,work_industry,work_kind,work_class,comp_type,contract_term,contract_paper,time_regular,time_is,time_week_offi,time_over,income_when,income_type,income_bonus,income,force,jobin_1,jobin_2,jobin_3,jobin_4,jobin_5,jobin_6,jobin_7,jobin_8,jobin_9,skill_2,skill_3,train,certificate,marriage,religion,wave_month,wave_date,wave_year,seoul,satisfy,tenure,sum_welfare
Male,30,University,2005,12,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,Yes,220.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,Yes Certificate,Married,Yes,7,19,2008,No Seoul,1,32.0,8
Male,39,University,1996,4,Computing Data,Expert,Regular Worker,Public Company,Unlimited,Not Received,Regular,Yes,45.0,Yes,Month,Month,No,300.0,Yes,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Married,No,6,2,2009,Seoul,1,160.0,7
Male,30,College,2006,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Irregular,No,43.5062369009892,Unknown,Month,Year,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Bad,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,27,2009,Seoul,0,35.0,3
Male,64,Under Elementary School,1999,3,Building,Work,Day Worker,Private Company,Unlimited,Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,100.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,6,3,2009,Seoul,0,125.0,0
Male,36,High School,2005,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,No,Month,Month,Yes,150.0,No,Normal,Normal,Good,Bad,Normal,Good,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,16,2009,Seoul,0,44.0,1
Female,25,High School,2005,2,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,130.0,No,Bad,Normal,Normal,Good,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,5,9,2009,Seoul,1,52.0,3
Male,45,"Master, Doctor",2006,5,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,Yes,380.0,Yes,Normal,Good,Very Good,Normal,Bad,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,10,2009,Seoul,0,37.0,7
Male,30,University,2006,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,Yes,240.0,No,Bad,Good,Good,Normal,Good,Good,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,2,2009,Seoul,0,34.0,5
Male,59,Under Elementary School,2007,9,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,4,28,2009,Seoul,0,20.0,2
Male,57,Under Elementary School,2006,4,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,80.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,4,17,2009,Seoul,0,37.0,0
Female,54,Under Elementary School,2008,2,Building,Work,Temporary Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Unknown,70.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Very Bad,Suit,Useless,Not Train,No Certificate,Married,No,8,29,2009,Seoul,0,19.0,0
Male,30,"Master, Doctor",2004,2,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Year,Yes,400.0,No,Very Good,Good,Very Good,Very Good,Good,Good,Very Good,Good,Very Good,Suit,Very Useful,Did Train,No Certificate,Married,Yes,6,25,2009,Seoul,1,66.0,14
Male,27,High School,2008,8,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,100.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Single,No,4,17,2009,Seoul,1,9.0,0
Female,40,University,2008,7,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,Yes,50.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,Yes,4,29,2009,Seoul,0,10.0,0
Male,52,High School,2006,4,Building,Work,Temporary Worker,Corporation,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,200.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,Yes,4,29,2009,Seoul,1,37.0,0
Female,52,High School,2007,8,Retail,Sale,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,96.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,4,29,2009,Seoul,1,21.0,5
Male,46,Under Elementary School,2008,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,80.0,No,Normal,Bad,Bad,Bad,Bad,Bad,Normal,Bad,Bad,Suit,Useless,Not Train,No Certificate,Married,Yes,6,18,2009,Seoul,0,9.0,1
Female,51,Middle School,2008,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,130.0,No,Bad,Normal,Normal,Normal,Normal,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,7,8,2009,Seoul,0,18.0,0
Female,26,College,2003,11,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,120.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,7,8,2009,Seoul,0,69.0,1
Male,21,College,2009,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,100.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,29,2009,Seoul,0,4.0,0
Female,26,College,2000,4,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,45.0,No,Month,Month,Yes,150.0,Yes,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,No,6,2,2009,Seoul,0,112.0,17
Male,29,University,2008,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,No,250.0,Yes,Normal,Normal,Good,Good,Good,Good,Normal,Normal,Good,Suit,Very Useful,Not Train,No Certificate,Single,No,7,30,2009,Seoul,0,17.0,6
Male,25,College,2009,6,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Very Low,Useful,Not Train,No Certificate,Single,No,7,30,2009,Seoul,0,2.0,0
Female,56,Under Elementary School,2005,9,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,29,2009,Seoul,0,46.0,0
Male,29,"Master, Doctor",2005,1,Computing Data,Expert,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,200.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Single,Yes,5,29,2009,Seoul,0,54.0,5
Male,35,High School,2007,11,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,160.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,25,2009,Seoul,0,19.0,0
Male,55,University,2007,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,ETC,No,150.0,Unknown,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Very Low,Useful,Not Train,No Certificate,Single,No,6,19,2009,Seoul,0,27.0,0
Female,49,Middle School,2005,3,Retail,Sale,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Good,Good,Good,Normal,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,9,2009,Seoul,0,51.0,0
Female,28,University,2007,4,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,Yes,250.0,No,Normal,Good,Good,Good,Good,Good,Good,Normal,Good,Suit,Useful,Not Train,No Certificate,Single,No,5,2,2009,Seoul,1,25.0,8
Female,21,High School,2007,3,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,No,Month,Month,No,150.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Single,No,5,2,2009,Seoul,0,26.0,1
Male,52,Middle School,2007,8,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,30.0,Yes,Day,Day,No,30.0,No,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,16,2009,Seoul,0,22.0,0
Female,20,High School,2009,5,Retail,Sale,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,70.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Very Useful,Not Train,No Certificate,Single,No,6,26,2009,Seoul,0,2.0,0
Male,28,College,2006,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,120.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,No,6,3,2009,Seoul,0,41.0,0
Male,52,Middle School,2003,8,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,19,2009,Seoul,0,72.0,1
Male,33,High School,2003,6,Building,Skill,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,Yes,Month,Month,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,7,10,2009,Seoul,0,74.0,2
Male,31,University,2000,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,No,Month,Month,No,150.0,No,Bad,Bad,Normal,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,7,11,2009,Seoul,0,112.0,1
Male,41,Middle School,2001,5,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Day,No,150.0,No,Normal,Bad,Normal,Bad,Bad,Normal,Bad,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,9,14,2009,Seoul,0,102.0,1
Male,34,High School,2004,1,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Day,No,200.0,No,Normal,Normal,Good,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,28,2009,Seoul,0,67.0,1
Male,34,University,2002,11,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Year,No,200.0,No,Normal,Normal,Normal,Bad,Bad,Good,Normal,Normal,Bad,Low,Useful,Not Train,No Certificate,Single,No,4,25,2009,Seoul,0,79.0,6
Male,36,College,2008,6,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,78.0,Yes,Month,Month,No,200.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,12,2009,Seoul,0,12.0,1
Male,30,College,2006,3,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,180.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Single,No,5,28,2009,Seoul,0,39.0,0
Male,33,University,2003,3,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,Yes,300.0,Yes,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Married,No,5,23,2009,Seoul,1,76.0,10
Female,44,High School,2006,3,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,Yes,36.0,Yes,Whenever,Day,No,70.0,No,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,6,17,2009,Seoul,0,40.0,0
Female,19,High School,2009,5,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,110.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Single,No,6,17,2009,Seoul,0,2.0,2
Male,32,"Master, Doctor",2006,12,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,No,144.0,No,Very Bad,Very Bad,Very Good,Normal,Very Bad,Good,Normal,Normal,Bad,Low,Useful,Not Train,Yes Certificate,Married,No,7,26,2009,Seoul,0,32.0,6
Male,32,University,2008,7,Computing Data,Expert,Regular Worker,Private Company,Limited,Received,Regular,Yes,44.0,No,Month,Year,Yes,170.0,No,Very Bad,Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Very Bad,Low,Useless,Not Train,No Certificate,Married,Yes,5,30,2009,Seoul,1,11.0,3
Male,37,High School,2008,10,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,No,Month,Month,No,150.0,No,Bad,Bad,Normal,Bad,Bad,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Single,No,5,11,2009,Seoul,0,7.0,1
Male,31,High School,2004,2,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,55.0,No,Month,Month,No,210.0,No,Normal,Normal,Good,Good,Normal,Good,Good,Normal,Good,Suit,Very Useful,Not Train,No Certificate,Single,Yes,4,25,2009,Seoul,0,64.0,3
Female,40,High School,2008,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,45.0,Yes,Month,Month,No,100.0,Yes,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,5,14,2009,Seoul,0,5.0,3
Female,49,High School,2005,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Day,No,110.0,No,Normal,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Bad,Low,Useful,Not Train,No Certificate,Married,Yes,5,27,2009,Seoul,0,44.0,0
Female,55,Middle School,2007,7,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,36.0,Yes,Month,Month,No,80.0,No,Normal,Normal,Good,Normal,Good,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,Yes,4,20,2009,Seoul,0,22.0,0
Female,56,University,2003,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,Yes,6,26,2009,Seoul,0,78.0,0
Female,36,High School,2006,9,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,51.0,Yes,Month,Month,No,70.0,No,Bad,Normal,Normal,Normal,Normal,Very Bad,Normal,Bad,Very Bad,Low,Useful,Not Train,No Certificate,Single,No,4,19,2009,Seoul,0,32.0,1
Male,54,High School,2008,12,Building,Skill,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,280.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,5,17,2009,No Seoul,0,6.0,1
Female,37,High School,2006,11,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,Yes,180.0,No,Normal,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Yes,5,5,2009,Seoul,0,31.0,1
Female,21,College,2009,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,120.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,25,2009,Seoul,0,5.0,2
Male,54,Under Elementary School,1999,8,Building,Farmer,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,70.0,No,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,2,2009,Seoul,0,120.0,1
Female,29,High School,2008,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,60.0,Yes,Month,Month,No,80.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,6,9,2009,Seoul,0,14.0,0
Female,51,Middle School,2008,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,42.0,Yes,Month,Month,No,100.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,6,12,2009,Seoul,1,14.0,1
Male,28,College,2007,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,200.0,No,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,7,6,2009,Seoul,0,24.0,1
Female,53,Middle School,2006,6,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,No,43.5062369009892,Unknown,Month,Month,Yes,40.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,20,2009,Seoul,0,36.0,0
Female,41,High School,2005,3,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,150.0,No,Bad,Normal,Good,Good,Normal,Good,Good,Good,Normal,Suit,Useful,Not Train,No Certificate,Single,Yes,6,1,2009,Seoul,0,52.0,8
Female,43,High School,2007,11,Retail,Sale,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Day,No,65.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Very Useful,Did Train,No Certificate,Married,Yes,4,21,2009,Seoul,0,18.0,0
Male,36,"Master, Doctor",2007,9,Computing Data,Officer,Temporary Worker,Corporation,Unlimited,Not Received,Regular,Yes,70.0,No,Month,Year,No,300.0,No,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,4,14,2009,Seoul,0,20.0,6
Male,56,High School,1997,3,Building,Skill,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,344.0,No,Normal,Good,Normal,Normal,Normal,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,16,2009,Seoul,0,149.0,3
Female,48,College,1999,10,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,7,11,2009,Seoul,0,119.0,0
Female,41,High School,2007,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,70.0,No,Bad,Normal,Normal,Normal,Normal,Bad,Good,Normal,Bad,Low,Useful,Not Train,No Certificate,Married,No,5,26,2009,Seoul,0,20.0,1
Female,42,High School,2008,4,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,60.0,Yes,Month,Month,No,100.0,Unknown,Normal,Good,Good,Normal,Good,Good,Good,Good,Good,Low,Useful,Not Train,No Certificate,Married,No,6,6,2009,Seoul,0,14.0,2
Male,32,College,2002,10,Retail,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,No,Month,Month,Yes,200.0,No,Bad,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,4,28,2009,Seoul,0,80.0,1
Female,50,High School,2008,7,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,30.0,Yes,Month,Time,No,85.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,5,21,2009,Seoul,1,11.0,0
Male,37,High School,2004,2,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,40.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Bad,Bad,Bad,Normal,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Single,No,5,10,2009,Seoul,1,64.0,1
Female,38,College,2007,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,180.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,8,2,2009,Seoul,0,27.0,6
Male,29,University,2008,10,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,160.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,23,2009,Seoul,0,7.0,3
Female,39,High School,2005,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,45.0,Yes,Month,Month,No,120.0,Yes,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Did Train,No Certificate,"Separation, Divorce, Died",No,5,4,2009,Seoul,0,42.0,4
Male,43,University,1994,9,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,320.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,29,2009,Seoul,0,179.0,7
Male,28,University,2008,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,No,200.0,No,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,9,7,2009,Seoul,0,19.0,4
Male,56,High School,2005,8,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,4,10,2009,Seoul,1,45.0,1
Male,25,College,2005,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,Yes,4,10,2009,Seoul,1,51.0,1
Female,49,Middle School,2007,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,110.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,4,16,2009,Seoul,0,27.0,0
Female,28,College,2003,1,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,44.0,Yes,Month,Month,No,160.0,No,Normal,Normal,Good,Good,Good,Good,Good,Normal,Bad,Suit,Useful,Not Train,No Certificate,Single,No,5,30,2009,Seoul,0,78.0,2
Female,27,College,2009,4,Computing Data,Expert,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,75.0,No,Bad,Good,Good,Normal,Normal,Bad,Normal,Normal,Bad,Low,Useful,Not Train,No Certificate,Single,No,5,3,2009,Seoul,0,1.0,0
Male,52,Middle School,1999,6,Building,Skill,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,300.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,10,26,2009,Seoul,0,127.0,1
Male,33,University,2007,1,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,350.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Suit,Useful,Not Train,No Certificate,Single,No,5,8,2009,Seoul,1,29.0,5
Male,41,High School,2006,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,250.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,10,5,2009,Seoul,0,44.0,0
Male,27,High School,2008,1,Retail,Sale,Temporary Worker,Private Company,Limited,Received,Regular,Yes,50.0,Yes,Month,Month,No,148.0,Unknown,Bad,Normal,Normal,Good,Good,Good,Good,Normal,Very Bad,Suit,Useful,Not Train,No Certificate,Single,No,10,1,2009,Seoul,0,21.0,0
Female,50,High School,2008,5,Retail,Sale,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,45.0,Yes,Month,Day,No,80.0,No,Normal,Good,Good,Good,Bad,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,No,5,10,2009,Seoul,0,12.0,1
Male,37,College,1997,3,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,No,186.0,No,Good,Good,Good,Normal,Normal,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,16,2009,Seoul,1,148.0,5
